year,gender,offense,state,value
2017,Male,violent-crime,TX,16268
2018,Male,violent-crime,TX,48367
2010,Female,violent-crime,TX,2422
2011,Female,violent-crime,TX,2266
2012,Female,violent-crime,TX,2263
2013,Female,violent-crime,TX,2008
2014,Female,violent-crime,TX,2032
2015,Female,violent-crime,TX,2049
2016,Female,violent-crime,TX,2212
2017,Female,violent-crime,TX,3343
2018,Female,violent-crime,TX,10005
2010,Unknown,violent-crime,TX,477
2011,Unknown,violent-crime,TX,491
2012,Unknown,violent-crime,TX,447
2013,Unknown,violent-crime,TX,448
2014,Unknown,violent-crime,TX,412
2015,Unknown,violent-crime,TX,472
2016,Unknown,violent-crime,TX,510
2017,Unknown,violent-crime,TX,723
2018,Unknown,violent-crime,TX,2354
2010,Male,property-crime,TX,42984
2011,Male,property-crime,TX,40542
2012,Male,property-crime,TX,38611
2013,Male,property-crime,TX,38642
2014,Male,property-crime,TX,37969
2015,Male,property-crime,TX,36074
2016,Male,property-crime,TX,36914
2017,Male,property-crime,TX,48103
2018,Male,property-crime,TX,101946
2010,Female,property-crime,TX,18989
2011,Female,property-crime,TX,18020
2012,Female,property-crime,TX,17109
2013,Female,property-crime,TX,17244
2014,Female,property-crime,TX,18552
2015,Female,property-crime,TX,17994
2016,Female,property-crime,TX,17027
2017,Female,property-crime,TX,20913
2018,Female,property-crime,TX,40499
2010,Unknown,property-crime,TX,34080
2011,Unknown,property-crime,TX,33124
2012,Unknown,property-crime,TX,28168
2013,Unknown,property-crime,TX,27051
2014,Unknown,property-crime,TX,26101
2015,Unknown,property-crime,TX,24123
2016,Unknown,property-crime,TX,24005
2017,Unknown,property-crime,TX,37133
2018,Unknown,property-crime,TX,101447
2010,Male,aggravated-assault,UT,2590
2011,Male,aggravated-assault,UT,2446
2012,Male,aggravated-assault,UT,2630
2013,Male,aggravated-assault,UT,2540
2014,Male,aggravated-assault,UT,2326
2015,Male,aggravated-assault,UT,2665
2016,Male,aggravated-assault,UT,2837
2017,Male,aggravated-assault,UT,2637
2018,Male,aggravated-assault,UT,2714
2010,Female,aggravated-assault,UT,481
2011,Female,aggravated-assault,UT,545
2012,Female,aggravated-assault,UT,548
2013,Female,aggravated-assault,UT,539
2014,Female,aggravated-assault,UT,545
2015,Female,aggravated-assault,UT,628
2016,Female,aggravated-assault,UT,627
2017,Female,aggravated-assault,UT,574
2018,Female,aggravated-assault,UT,611
2010,Unknown,aggravated-assault,UT,26
2011,Unknown,aggravated-assault,UT,25
2012,Unknown,aggravated-assault,UT,36
2013,Unknown,aggravated-assault,UT,20
2014,Unknown,aggravated-assault,UT,39
2015,Unknown,aggravated-assault,UT,38
2016,Unknown,aggravated-assault,UT,23
2017,Unknown,aggravated-assault,UT,36
2018,Unknown,aggravated-assault,UT,25
2010,Male,burglary,UT,3706
2011,Male,burglary,UT,3533
2012,Male,burglary,UT,3544
2013,Male,burglary,UT,3296
2014,Male,burglary,UT,2905
2015,Male,burglary,UT,3183
2016,Male,burglary,UT,3000
2017,Male,burglary,UT,2680
2018,Male,burglary,UT,2340
2010,Female,burglary,UT,927
2011,Female,burglary,UT,943
2012,Female,burglary,UT,882
2013,Female,burglary,UT,936
2014,Female,burglary,UT,797
2015,Female,burglary,UT,909
2016,Female,burglary,UT,858
2017,Female,burglary,UT,725
2018,Female,burglary,UT,655
2010,Unknown,burglary,UT,724
2011,Unknown,burglary,UT,620
2012,Unknown,burglary,UT,662
2013,Unknown,burglary,UT,710
2014,Unknown,burglary,UT,698
2015,Unknown,burglary,UT,757
2016,Unknown,burglary,UT,506
2017,Unknown,burglary,UT,439
2018,Unknown,burglary,UT,305
2010,Male,larceny,UT,18583
2011,Male,larceny,UT,18260
2012,Male,larceny,UT,19045
2013,Male,larceny,UT,19344
2014,Male,larceny,UT,19420
2015,Male,larceny,UT,19240
2016,Male,larceny,UT,17039
2017,Male,larceny,UT,16268
2018,Male,larceny,UT,13950
2010,Female,larceny,UT,10309
2011,Female,larceny,UT,9760
2012,Female,larceny,UT,10310
2013,Female,larceny,UT,10351
2014,Female,larceny,UT,10259
2015,Female,larceny,UT,10847
2016,Female,larceny,UT,9873
2017,Female,larceny,UT,9000
2018,Female,larceny,UT,8212
2010,Unknown,larceny,UT,2417
2011,Unknown,larceny,UT,2111
2012,Unknown,larceny,UT,2201
2013,Unknown,larceny,UT,2514
2014,Unknown,larceny,UT,2377
2015,Unknown,larceny,UT,2915
2016,Unknown,larceny,UT,1751
2017,Unknown,larceny,UT,1645
2018,Unknown,larceny,UT,1100
2010,Male,motor-vehicle-theft,UT,1123
2011,Male,motor-vehicle-theft,UT,1201
2012,Male,motor-vehicle-theft,UT,1261
2013,Male,motor-vehicle-theft,UT,1489
2014,Male,motor-vehicle-theft,UT,1461
2015,Male,motor-vehicle-theft,UT,1666
2016,Male,motor-vehicle-theft,UT,1899
2017,Male,motor-vehicle-theft,UT,1850
2018,Male,motor-vehicle-theft,UT,1715
2010,Female,motor-vehicle-theft,UT,382
2011,Female,motor-vehicle-theft,UT,418
2012,Female,motor-vehicle-theft,UT,375
2013,Female,motor-vehicle-theft,UT,523
2014,Female,motor-vehicle-theft,UT,545
2015,Female,motor-vehicle-theft,UT,651
2016,Female,motor-vehicle-theft,UT,730
2017,Female,motor-vehicle-theft,UT,777
2018,Female,motor-vehicle-theft,UT,673
2010,Unknown,motor-vehicle-theft,UT,189
2011,Unknown,motor-vehicle-theft,UT,152
2012,Unknown,motor-vehicle-theft,UT,203
2013,Unknown,motor-vehicle-theft,UT,260
2014,Unknown,motor-vehicle-theft,UT,259
2015,Unknown,motor-vehicle-theft,UT,318
2016,Unknown,motor-vehicle-theft,UT,170
2017,Unknown,motor-vehicle-theft,UT,190
2018,Unknown,motor-vehicle-theft,UT,138
2010,Male,homicide,UT,46
2011,Male,homicide,UT,48
2012,Male,homicide,UT,43
2013,Male,homicide,UT,47
2014,Male,homicide,UT,48
2015,Male,homicide,UT,48
2016,Male,homicide,UT,74
2017,Male,homicide,UT,64
2018,Male,homicide,UT,66
2010,Female,homicide,UT,12
2011,Female,homicide,UT,16
2012,Female,homicide,UT,12
2013,Female,homicide,UT,7
2014,Female,homicide,UT,10
2015,Female,homicide,UT,11
2016,Female,homicide,UT,10
2017,Female,homicide,UT,15
2018,Female,homicide,UT,12
2010,Unknown,homicide,UT,1
2011,Unknown,homicide,UT,1
2012,Unknown,homicide,UT,0
2013,Unknown,homicide,UT,2
2014,Unknown,homicide,UT,0
2015,Unknown,homicide,UT,0
2016,Unknown,homicide,UT,1
2017,Unknown,homicide,UT,0
2018,Unknown,homicide,UT,1
2010,Male,rape,UT,1087
2011,Male,rape,UT,1056
2012,Male,rape,UT,1183
2013,Male,rape,UT,1167
2014,Male,rape,UT,1157
2015,Male,rape,UT,1328
2016,Male,rape,UT,1164
2017,Male,rape,UT,1308
2018,Male,rape,UT,1301
2010,Female,rape,UT,37
2011,Female,rape,UT,49
2012,Female,rape,UT,62
2013,Female,rape,UT,66
2014,Female,rape,UT,47
2015,Female,rape,UT,49
2016,Female,rape,UT,50
2017,Female,rape,UT,59
2018,Female,rape,UT,45
2010,Unknown,rape,UT,11
2011,Unknown,rape,UT,18
2012,Unknown,rape,UT,19
2013,Unknown,rape,UT,20
2014,Unknown,rape,UT,18
2015,Unknown,rape,UT,24
2016,Unknown,rape,UT,18
2017,Unknown,rape,UT,16
2018,Unknown,rape,UT,18
2010,Male,robbery,UT,1315
2011,Male,robbery,UT,1128
2012,Male,robbery,UT,1013
2013,Male,robbery,UT,1291
2014,Male,robbery,UT,1215
2015,Male,robbery,UT,1328
2016,Male,robbery,UT,1399
2017,Male,robbery,UT,1219
2018,Male,robbery,UT,1062
2010,Female,robbery,UT,200
2011,Female,robbery,UT,197
2012,Female,robbery,UT,194
2013,Female,robbery,UT,215
2014,Female,robbery,UT,245
2015,Female,robbery,UT,232
2016,Female,robbery,UT,225
2017,Female,robbery,UT,249
2018,Female,robbery,UT,214
2010,Unknown,robbery,UT,20
2011,Unknown,robbery,UT,9
2012,Unknown,robbery,UT,13
2013,Unknown,robbery,UT,21
2014,Unknown,robbery,UT,17
2015,Unknown,robbery,UT,27
2016,Unknown,robbery,UT,12
2017,Unknown,robbery,UT,16
2018,Unknown,robbery,UT,10
2010,Male,arson,UT,126
2011,Male,arson,UT,143
2012,Male,arson,UT,130
2013,Male,arson,UT,127
2014,Male,arson,UT,138
2015,Male,arson,UT,121
2016,Male,arson,UT,128
2017,Male,arson,UT,108
2018,Male,arson,UT,88
2010,Female,arson,UT,29
2011,Female,arson,UT,15
2012,Female,arson,UT,32
2013,Female,arson,UT,20
2014,Female,arson,UT,32
2015,Female,arson,UT,23
2016,Female,arson,UT,26
2017,Female,arson,UT,27
2018,Female,arson,UT,27
2010,Unknown,arson,UT,12
2011,Unknown,arson,UT,4
2012,Unknown,arson,UT,8
2013,Unknown,arson,UT,15
2014,Unknown,arson,UT,8
2015,Unknown,arson,UT,9
2016,Unknown,arson,UT,1
2017,Unknown,arson,UT,1
2018,Unknown,arson,UT,10
2010,Male,violent-crime,UT,5038
2011,Male,violent-crime,UT,4678
2012,Male,violent-crime,UT,4869
2013,Male,violent-crime,UT,5045
2014,Male,violent-crime,UT,4746
2015,Male,violent-crime,UT,5369
2016,Male,violent-crime,UT,5474
2017,Male,violent-crime,UT,5228
2018,Male,violent-crime,UT,5143
2010,Female,violent-crime,UT,730
2011,Female,violent-crime,UT,807
2012,Female,violent-crime,UT,816
2013,Female,violent-crime,UT,827
2014,Female,violent-crime,UT,847
2015,Female,violent-crime,UT,920
2016,Female,violent-crime,UT,912
2017,Female,violent-crime,UT,897
2018,Female,violent-crime,UT,882
2010,Unknown,violent-crime,UT,58
2011,Unknown,violent-crime,UT,53
2012,Unknown,violent-crime,UT,68
2013,Unknown,violent-crime,UT,63
2014,Unknown,violent-crime,UT,74
2015,Unknown,violent-crime,UT,89
2016,Unknown,violent-crime,UT,54
2017,Unknown,violent-crime,UT,68
2018,Unknown,violent-crime,UT,54
2010,Male,property-crime,UT,23538
2011,Male,property-crime,UT,23137
2012,Male,property-crime,UT,23980
2013,Male,property-crime,UT,24256
2014,Male,property-crime,UT,23924
2015,Male,property-crime,UT,24210
2016,Male,property-crime,UT,22066
2017,Male,property-crime,UT,20906
2018,Male,property-crime,UT,18093
2010,Female,property-crime,UT,11647
2011,Female,property-crime,UT,11136
2012,Female,property-crime,UT,11599
2013,Female,property-crime,UT,11830
2014,Female,property-crime,UT,11633
2015,Female,property-crime,UT,12430
2016,Female,property-crime,UT,11487
2017,Female,property-crime,UT,10529
2018,Female,property-crime,UT,9567
2010,Unknown,property-crime,UT,3342
2011,Unknown,property-crime,UT,2887
2012,Unknown,property-crime,UT,3074
2013,Unknown,property-crime,UT,3499
2014,Unknown,property-crime,UT,3342
2015,Unknown,property-crime,UT,3999
2016,Unknown,property-crime,UT,2428
2017,Unknown,property-crime,UT,2275
2018,Unknown,property-crime,UT,1553
2010,Male,aggravated-assault,VA,7360
2011,Male,aggravated-assault,VA,6753
2012,Male,aggravated-assault,VA,6717
2013,Male,aggravated-assault,VA,6538
2014,Male,aggravated-assault,VA,6580
2015,Male,aggravated-assault,VA,6348
2016,Male,aggravated-assault,VA,6726
2017,Male,aggravated-assault,VA,6599
2018,Male,aggravated-assault,VA,6926
2010,Female,aggravated-assault,VA,2140
2011,Female,aggravated-assault,VA,2054
2012,Female,aggravated-assault,VA,2088
2013,Female,aggravated-assault,VA,2090
2014,Female,aggravated-assault,VA,2009
2015,Female,aggravated-assault,VA,1922
2016,Female,aggravated-assault,VA,2144
2017,Female,aggravated-assault,VA,2065
2018,Female,aggravated-assault,VA,2112
2010,Unknown,aggravated-assault,VA,589
2011,Unknown,aggravated-assault,VA,560
2012,Unknown,aggravated-assault,VA,547
2013,Unknown,aggravated-assault,VA,527
2014,Unknown,aggravated-assault,VA,563
2015,Unknown,aggravated-assault,VA,509
2016,Unknown,aggravated-assault,VA,704
2017,Unknown,aggravated-assault,VA,550
2018,Unknown,aggravated-assault,VA,582
2010,Male,burglary,VA,13489
2011,Male,burglary,VA,13083
2012,Male,burglary,VA,12184
2013,Male,burglary,VA,10827
2014,Male,burglary,VA,8929
2015,Male,burglary,VA,8647
2016,Male,burglary,VA,7919
2017,Male,burglary,VA,7421
2018,Male,burglary,VA,6145
2010,Female,burglary,VA,2026
2011,Female,burglary,VA,2069
2012,Female,burglary,VA,1947
2013,Female,burglary,VA,1738
2014,Female,burglary,VA,1742
2015,Female,burglary,VA,1588
2016,Female,burglary,VA,1493
2017,Female,burglary,VA,1603
2018,Female,burglary,VA,1322
2010,Unknown,burglary,VA,6419
2011,Unknown,burglary,VA,6783
2012,Unknown,burglary,VA,5989
2013,Unknown,burglary,VA,6003
2014,Unknown,burglary,VA,4616
2015,Unknown,burglary,VA,4072
2016,Unknown,burglary,VA,4217
2017,Unknown,burglary,VA,4002
2018,Unknown,burglary,VA,3498
2010,Male,larceny,VA,48397
2011,Male,larceny,VA,48881
2012,Male,larceny,VA,47797
2013,Male,larceny,VA,47631
2014,Male,larceny,VA,45260
2015,Male,larceny,VA,42510
2016,Male,larceny,VA,41383
2017,Male,larceny,VA,40272
2018,Male,larceny,VA,36920
2010,Female,larceny,VA,26118
2011,Female,larceny,VA,27075
2012,Female,larceny,VA,27346
2013,Female,larceny,VA,26807
2014,Female,larceny,VA,26421
2015,Female,larceny,VA,25846
2016,Female,larceny,VA,23659
2017,Female,larceny,VA,22481
2018,Female,larceny,VA,21756
2010,Unknown,larceny,VA,25637
2011,Unknown,larceny,VA,24166
2012,Unknown,larceny,VA,23049
2013,Unknown,larceny,VA,22317
2014,Unknown,larceny,VA,19693
2015,Unknown,larceny,VA,19896
2016,Unknown,larceny,VA,22156
2017,Unknown,larceny,VA,21168
2018,Unknown,larceny,VA,19907
2010,Male,motor-vehicle-theft,VA,3980
2011,Male,motor-vehicle-theft,VA,3863
2012,Male,motor-vehicle-theft,VA,3230
2013,Male,motor-vehicle-theft,VA,3104
2014,Male,motor-vehicle-theft,VA,2956
2015,Male,motor-vehicle-theft,VA,3045
2016,Male,motor-vehicle-theft,VA,3593
2017,Male,motor-vehicle-theft,VA,3918
2018,Male,motor-vehicle-theft,VA,4091
2010,Female,motor-vehicle-theft,VA,739
2011,Female,motor-vehicle-theft,VA,731
2012,Female,motor-vehicle-theft,VA,624
2013,Female,motor-vehicle-theft,VA,634
2014,Female,motor-vehicle-theft,VA,592
2015,Female,motor-vehicle-theft,VA,657
2016,Female,motor-vehicle-theft,VA,804
2017,Female,motor-vehicle-theft,VA,927
2018,Female,motor-vehicle-theft,VA,947
2010,Unknown,motor-vehicle-theft,VA,1916
2011,Unknown,motor-vehicle-theft,VA,1585
2012,Unknown,motor-vehicle-theft,VA,1608
2013,Unknown,motor-vehicle-theft,VA,1486
2014,Unknown,motor-vehicle-theft,VA,1225
2015,Unknown,motor-vehicle-theft,VA,1336
2016,Unknown,motor-vehicle-theft,VA,1665
2017,Unknown,motor-vehicle-theft,VA,1694
2018,Unknown,motor-vehicle-theft,VA,1936
2010,Male,homicide,VA,376
2011,Male,homicide,VA,299
2012,Male,homicide,VA,322
2013,Male,homicide,VA,319
2014,Male,homicide,VA,355
2015,Male,homicide,VA,336
2016,Male,homicide,VA,458
2017,Male,homicide,VA,442
2018,Male,homicide,VA,392
2010,Female,homicide,VA,47
2011,Female,homicide,VA,39
2012,Female,homicide,VA,43
2013,Female,homicide,VA,59
2014,Female,homicide,VA,52
2015,Female,homicide,VA,43
2016,Female,homicide,VA,60
2017,Female,homicide,VA,70
2018,Female,homicide,VA,62
2010,Unknown,homicide,VA,23
2011,Unknown,homicide,VA,28
2012,Unknown,homicide,VA,24
2013,Unknown,homicide,VA,20
2014,Unknown,homicide,VA,22
2015,Unknown,homicide,VA,29
2016,Unknown,homicide,VA,38
2017,Unknown,homicide,VA,26
2018,Unknown,homicide,VA,24
2010,Male,rape,VA,2472
2011,Male,rape,VA,2504
2012,Male,rape,VA,2396
2013,Male,rape,VA,2247
2014,Male,rape,VA,2312
2015,Male,rape,VA,2353
2016,Male,rape,VA,2727
2017,Male,rape,VA,2850
2018,Male,rape,VA,2800
2010,Female,rape,VA,74
2011,Female,rape,VA,99
2012,Female,rape,VA,81
2013,Female,rape,VA,83
2014,Female,rape,VA,80
2015,Female,rape,VA,98
2016,Female,rape,VA,94
2017,Female,rape,VA,108
2018,Female,rape,VA,105
2010,Unknown,rape,VA,68
2011,Unknown,rape,VA,83
2012,Unknown,rape,VA,103
2013,Unknown,rape,VA,90
2014,Unknown,rape,VA,96
2015,Unknown,rape,VA,102
2016,Unknown,rape,VA,113
2017,Unknown,rape,VA,112
2018,Unknown,rape,VA,130
2010,Male,robbery,VA,7128
2011,Male,robbery,VA,6925
2012,Male,robbery,VA,5764
2013,Male,robbery,VA,5333
2014,Male,robbery,VA,4788
2015,Male,robbery,VA,4753
2016,Male,robbery,VA,4976
2017,Male,robbery,VA,4575
2018,Male,robbery,VA,3665
2010,Female,robbery,VA,456
2011,Female,robbery,VA,478
2012,Female,robbery,VA,424
2013,Female,robbery,VA,436
2014,Female,robbery,VA,417
2015,Female,robbery,VA,422
2016,Female,robbery,VA,475
2017,Female,robbery,VA,444
2018,Female,robbery,VA,429
2010,Unknown,robbery,VA,767
2011,Unknown,robbery,VA,803
2012,Unknown,robbery,VA,580
2013,Unknown,robbery,VA,608
2014,Unknown,robbery,VA,515
2015,Unknown,robbery,VA,598
2016,Unknown,robbery,VA,631
2017,Unknown,robbery,VA,491
2018,Unknown,robbery,VA,522
2010,Male,arson,VA,656
2011,Male,arson,VA,645
2012,Male,arson,VA,670
2013,Male,arson,VA,506
2014,Male,arson,VA,459
2015,Male,arson,VA,430
2016,Male,arson,VA,431
2017,Male,arson,VA,472
2018,Male,arson,VA,356
2010,Female,arson,VA,115
2011,Female,arson,VA,126
2012,Female,arson,VA,140
2013,Female,arson,VA,97
2014,Female,arson,VA,96
2015,Female,arson,VA,133
2016,Female,arson,VA,96
2017,Female,arson,VA,127
2018,Female,arson,VA,110
2010,Unknown,arson,VA,272
2011,Unknown,arson,VA,268
2012,Unknown,arson,VA,277
2013,Unknown,arson,VA,234
2014,Unknown,arson,VA,161
2015,Unknown,arson,VA,186
2016,Unknown,arson,VA,164
2017,Unknown,arson,VA,118
2018,Unknown,arson,VA,71
2010,Male,violent-crime,VA,17336
2011,Male,violent-crime,VA,16481
2012,Male,violent-crime,VA,15199
2013,Male,violent-crime,VA,14437
2014,Male,violent-crime,VA,14035
2015,Male,violent-crime,VA,13790
2016,Male,violent-crime,VA,14887
2017,Male,violent-crime,VA,14466
2018,Male,violent-crime,VA,13783
2010,Female,violent-crime,VA,2717
2011,Female,violent-crime,VA,2670
2012,Female,violent-crime,VA,2636
2013,Female,violent-crime,VA,2668
2014,Female,violent-crime,VA,2558
2015,Female,violent-crime,VA,2485
2016,Female,violent-crime,VA,2773
2017,Female,violent-crime,VA,2687
2018,Female,violent-crime,VA,2708
2010,Unknown,violent-crime,VA,1447
2011,Unknown,violent-crime,VA,1474
2012,Unknown,violent-crime,VA,1254
2013,Unknown,violent-crime,VA,1245
2014,Unknown,violent-crime,VA,1196
2015,Unknown,violent-crime,VA,1238
2016,Unknown,violent-crime,VA,1486
2017,Unknown,violent-crime,VA,1179
2018,Unknown,violent-crime,VA,1258
2010,Male,property-crime,VA,66522
2011,Male,property-crime,VA,66472
2012,Male,property-crime,VA,63881
2013,Male,property-crime,VA,62068
2014,Male,property-crime,VA,57604
2015,Male,property-crime,VA,54632
2016,Male,property-crime,VA,53326
2017,Male,property-crime,VA,52083
2018,Male,property-crime,VA,47512
2010,Female,property-crime,VA,28998
2011,Female,property-crime,VA,30001
2012,Female,property-crime,VA,30057
2013,Female,property-crime,VA,29276
2014,Female,property-crime,VA,28851
2015,Female,property-crime,VA,28224
2016,Female,property-crime,VA,26052
2017,Female,property-crime,VA,25138
2018,Female,property-crime,VA,24135
2010,Unknown,property-crime,VA,34244
2011,Unknown,property-crime,VA,32802
2012,Unknown,property-crime,VA,30923
2013,Unknown,property-crime,VA,30040
2014,Unknown,property-crime,VA,25695
2015,Unknown,property-crime,VA,25490
2016,Unknown,property-crime,VA,28202
2017,Unknown,property-crime,VA,26982
2018,Unknown,property-crime,VA,25412
2010,Male,aggravated-assault,VT,473
2011,Male,aggravated-assault,VT,533
2012,Male,aggravated-assault,VT,513
2013,Male,aggravated-assault,VT,449
2014,Male,aggravated-assault,VT,357
2015,Male,aggravated-assault,VT,368
2016,Male,aggravated-assault,VT,446
2017,Male,aggravated-assault,VT,561
2018,Male,aggravated-assault,VT,567
2010,Female,aggravated-assault,VT,77
2011,Female,aggravated-assault,VT,107
2012,Female,aggravated-assault,VT,101
2013,Female,aggravated-assault,VT,84
2014,Female,aggravated-assault,VT,62
2015,Female,aggravated-assault,VT,84
2016,Female,aggravated-assault,VT,76
2017,Female,aggravated-assault,VT,106
2018,Female,aggravated-assault,VT,113
2010,Unknown,aggravated-assault,VT,2
2011,Unknown,aggravated-assault,VT,0
2012,Unknown,aggravated-assault,VT,2
2013,Unknown,aggravated-assault,VT,0
2014,Unknown,aggravated-assault,VT,0
2015,Unknown,aggravated-assault,VT,0
2016,Unknown,aggravated-assault,VT,0
2017,Unknown,aggravated-assault,VT,0
2018,Unknown,aggravated-assault,VT,0
2010,Male,burglary,VT,524
2011,Male,burglary,VT,762
2012,Male,burglary,VT,658
2013,Male,burglary,VT,559
2014,Male,burglary,VT,370
2015,Male,burglary,VT,318
2016,Male,burglary,VT,392
2017,Male,burglary,VT,447
2018,Male,burglary,VT,341
2010,Female,burglary,VT,112
2011,Female,burglary,VT,131
2012,Female,burglary,VT,175
2013,Female,burglary,VT,142
2014,Female,burglary,VT,77
2015,Female,burglary,VT,62
2016,Female,burglary,VT,107
2017,Female,burglary,VT,102
2018,Female,burglary,VT,92
2010,Unknown,burglary,VT,1
2011,Unknown,burglary,VT,2
2012,Unknown,burglary,VT,6
2013,Unknown,burglary,VT,6
2014,Unknown,burglary,VT,1
2015,Unknown,burglary,VT,0
2016,Unknown,burglary,VT,1
2017,Unknown,burglary,VT,2
2018,Unknown,burglary,VT,0
2010,Male,larceny,VT,1437
2011,Male,larceny,VT,1548
2012,Male,larceny,VT,1632
2013,Male,larceny,VT,1561
2014,Male,larceny,VT,1255
2015,Male,larceny,VT,746
2016,Male,larceny,VT,1514
2017,Male,larceny,VT,1574
2018,Male,larceny,VT,1435
2010,Female,larceny,VT,1131
2011,Female,larceny,VT,1102
2012,Female,larceny,VT,1260
2013,Female,larceny,VT,1315
2014,Female,larceny,VT,919
2015,Female,larceny,VT,539
