state,year,race,offense,offenders
KY,2013,American Indian or Alaska Native,property-crime,14
KY,2014,American Indian or Alaska Native,property-crime,26
KY,2015,American Indian or Alaska Native,property-crime,39
KY,2016,American Indian or Alaska Native,property-crime,32
KY,2017,American Indian or Alaska Native,property-crime,35
KY,2018,American Indian or Alaska Native,property-crime,25
KY,2010,White,property-crime,24160
KY,2011,White,property-crime,30470
KY,2012,White,property-crime,34660
KY,2013,White,property-crime,33396
KY,2014,White,property-crime,38200
KY,2015,White,property-crime,42197
KY,2016,White,property-crime,40661
KY,2017,White,property-crime,39645
KY,2018,White,property-crime,36368
KY,2010,Unknown,property-crime,921
KY,2011,Unknown,property-crime,1163
KY,2012,Unknown,property-crime,1067
KY,2013,Unknown,property-crime,1039
KY,2014,Unknown,property-crime,1742
KY,2015,Unknown,property-crime,1937
KY,2016,Unknown,property-crime,1862
KY,2017,Unknown,property-crime,1954
KY,2018,Unknown,property-crime,1827
LA,2010,Asian,aggravated-assault,4
LA,2011,Asian,aggravated-assault,5
LA,2012,Asian,aggravated-assault,4
LA,2013,Asian,aggravated-assault,2
LA,2014,Asian,aggravated-assault,4
LA,2015,Asian,aggravated-assault,6
LA,2016,Asian,aggravated-assault,5
LA,2017,Asian,aggravated-assault,7
LA,2018,Asian,aggravated-assault,9
LA,2010,Native Hawaiian,aggravated-assault,0
LA,2011,Native Hawaiian,aggravated-assault,0
LA,2012,Native Hawaiian,aggravated-assault,0
LA,2013,Native Hawaiian,aggravated-assault,0
LA,2014,Native Hawaiian,aggravated-assault,0
LA,2015,Native Hawaiian,aggravated-assault,0
LA,2016,Native Hawaiian,aggravated-assault,0
LA,2017,Native Hawaiian,aggravated-assault,0
LA,2018,Native Hawaiian,aggravated-assault,0
LA,2010,Black or African American,aggravated-assault,1032
LA,2011,Black or African American,aggravated-assault,1185
LA,2012,Black or African American,aggravated-assault,642
LA,2013,Black or African American,aggravated-assault,821
LA,2014,Black or African American,aggravated-assault,848
LA,2015,Black or African American,aggravated-assault,1059
LA,2016,Black or African American,aggravated-assault,978
LA,2017,Black or African American,aggravated-assault,1436
LA,2018,Black or African American,aggravated-assault,1339
LA,2010,American Indian or Alaska Native,aggravated-assault,2
LA,2011,American Indian or Alaska Native,aggravated-assault,1
LA,2012,American Indian or Alaska Native,aggravated-assault,1
LA,2013,American Indian or Alaska Native,aggravated-assault,3
LA,2014,American Indian or Alaska Native,aggravated-assault,0
LA,2015,American Indian or Alaska Native,aggravated-assault,8
LA,2016,American Indian or Alaska Native,aggravated-assault,3
LA,2017,American Indian or Alaska Native,aggravated-assault,1
LA,2018,American Indian or Alaska Native,aggravated-assault,2
LA,2010,White,aggravated-assault,938
LA,2011,White,aggravated-assault,974
LA,2012,White,aggravated-assault,533
LA,2013,White,aggravated-assault,703
LA,2014,White,aggravated-assault,719
LA,2015,White,aggravated-assault,899
LA,2016,White,aggravated-assault,956
LA,2017,White,aggravated-assault,813
LA,2018,White,aggravated-assault,910
LA,2010,Unknown,aggravated-assault,92
LA,2011,Unknown,aggravated-assault,115
LA,2012,Unknown,aggravated-assault,83
LA,2013,Unknown,aggravated-assault,101
LA,2014,Unknown,aggravated-assault,89
LA,2015,Unknown,aggravated-assault,137
LA,2016,Unknown,aggravated-assault,146
LA,2017,Unknown,aggravated-assault,179
LA,2018,Unknown,aggravated-assault,185
LA,2010,Asian,burglary,7
LA,2011,Asian,burglary,5
LA,2012,Asian,burglary,6
LA,2013,Asian,burglary,1
LA,2014,Asian,burglary,5
LA,2015,Asian,burglary,22
LA,2016,Asian,burglary,4
LA,2017,Asian,burglary,5
LA,2018,Asian,burglary,0
LA,2010,Native Hawaiian,burglary,0
LA,2011,Native Hawaiian,burglary,0
LA,2012,Native Hawaiian,burglary,0
LA,2013,Native Hawaiian,burglary,0
LA,2014,Native Hawaiian,burglary,0
LA,2015,Native Hawaiian,burglary,0
LA,2016,Native Hawaiian,burglary,0
LA,2017,Native Hawaiian,burglary,0
LA,2018,Native Hawaiian,burglary,0
LA,2010,Black or African American,burglary,793
LA,2011,Black or African American,burglary,859
LA,2012,Black or African American,burglary,699
LA,2013,Black or African American,burglary,626
LA,2014,Black or African American,burglary,780
LA,2015,Black or African American,burglary,752
LA,2016,Black or African American,burglary,863
LA,2017,Black or African American,burglary,887
LA,2018,Black or African American,burglary,1049
LA,2010,American Indian or Alaska Native,burglary,0
LA,2011,American Indian or Alaska Native,burglary,0
LA,2012,American Indian or Alaska Native,burglary,2
LA,2013,American Indian or Alaska Native,burglary,0
LA,2014,American Indian or Alaska Native,burglary,1
LA,2015,American Indian or Alaska Native,burglary,2
LA,2016,American Indian or Alaska Native,burglary,2
LA,2017,American Indian or Alaska Native,burglary,3
LA,2018,American Indian or Alaska Native,burglary,1
LA,2010,White,burglary,1073
LA,2011,White,burglary,1307
LA,2012,White,burglary,1113
LA,2013,White,burglary,1101
LA,2014,White,burglary,1125
LA,2015,White,burglary,1224
LA,2016,White,burglary,1229
LA,2017,White,burglary,1014
LA,2018,White,burglary,1391
LA,2010,Unknown,burglary,1987
LA,2011,Unknown,burglary,2896
LA,2012,Unknown,burglary,2605
LA,2013,Unknown,burglary,2455
LA,2014,Unknown,burglary,2512
LA,2015,Unknown,burglary,2486
LA,2016,Unknown,burglary,2487
LA,2017,Unknown,burglary,2975
LA,2018,Unknown,burglary,3009
LA,2010,Asian,larceny,15
LA,2011,Asian,larceny,17
LA,2012,Asian,larceny,9
LA,2013,Asian,larceny,19
LA,2014,Asian,larceny,22
LA,2015,Asian,larceny,45
LA,2016,Asian,larceny,18
LA,2017,Asian,larceny,22
LA,2018,Asian,larceny,18
LA,2010,Native Hawaiian,larceny,0
LA,2011,Native Hawaiian,larceny,0
LA,2012,Native Hawaiian,larceny,0
LA,2013,Native Hawaiian,larceny,0
LA,2014,Native Hawaiian,larceny,0
LA,2015,Native Hawaiian,larceny,0
LA,2016,Native Hawaiian,larceny,0
LA,2017,Native Hawaiian,larceny,0
LA,2018,Native Hawaiian,larceny,0
LA,2010,Black or African American,larceny,3327
LA,2011,Black or African American,larceny,3945
LA,2012,Black or African American,larceny,3810
LA,2013,Black or African American,larceny,3481
LA,2014,Black or African American,larceny,3416
LA,2015,Black or African American,larceny,3905
LA,2016,Black or African American,larceny,3414
LA,2017,Black or African American,larceny,4795
LA,2018,Black or African American,larceny,5211
LA,2010,American Indian or Alaska Native,larceny,5
LA,2011,American Indian or Alaska Native,larceny,1
LA,2012,American Indian or Alaska Native,larceny,2
LA,2013,American Indian or Alaska Native,larceny,7
LA,2014,American Indian or Alaska Native,larceny,3
LA,2015,American Indian or Alaska Native,larceny,7
LA,2016,American Indian or Alaska Native,larceny,6
LA,2017,American Indian or Alaska Native,larceny,19
LA,2018,American Indian or Alaska Native,larceny,6
LA,2010,White,larceny,4586
LA,2011,White,larceny,4640
LA,2012,White,larceny,4637
LA,2013,White,larceny,4510
LA,2014,White,larceny,4499
LA,2015,White,larceny,5199
LA,2016,White,larceny,4939
LA,2017,White,larceny,5057
LA,2018,White,larceny,5472
LA,2010,Unknown,larceny,4556
LA,2011,Unknown,larceny,5441
LA,2012,Unknown,larceny,5527
LA,2013,Unknown,larceny,5705
LA,2014,Unknown,larceny,5239
LA,2015,Unknown,larceny,5533
LA,2016,Unknown,larceny,5762
LA,2017,Unknown,larceny,7227
LA,2018,Unknown,larceny,7290
LA,2010,Asian,motor-vehicle-theft,2
LA,2011,Asian,motor-vehicle-theft,2
LA,2012,Asian,motor-vehicle-theft,1
LA,2013,Asian,motor-vehicle-theft,2
LA,2014,Asian,motor-vehicle-theft,0
LA,2015,Asian,motor-vehicle-theft,1
LA,2016,Asian,motor-vehicle-theft,0
LA,2017,Asian,motor-vehicle-theft,0
LA,2018,Asian,motor-vehicle-theft,3
LA,2010,Native Hawaiian,motor-vehicle-theft,0
LA,2011,Native Hawaiian,motor-vehicle-theft,0
LA,2012,Native Hawaiian,motor-vehicle-theft,0
LA,2013,Native Hawaiian,motor-vehicle-theft,0
LA,2014,Native Hawaiian,motor-vehicle-theft,0
LA,2015,Native Hawaiian,motor-vehicle-theft,0
LA,2016,Native Hawaiian,motor-vehicle-theft,0
LA,2017,Native Hawaiian,motor-vehicle-theft,0
LA,2018,Native Hawaiian,motor-vehicle-theft,0
LA,2010,Black or African American,motor-vehicle-theft,257
LA,2011,Black or African American,motor-vehicle-theft,266
LA,2012,Black or African American,motor-vehicle-theft,188
LA,2013,Black or African American,motor-vehicle-theft,190
LA,2014,Black or African American,motor-vehicle-theft,204
LA,2015,Black or African American,motor-vehicle-theft,244
LA,2016,Black or African American,motor-vehicle-theft,261
LA,2017,Black or African American,motor-vehicle-theft,282
LA,2018,Black or African American,motor-vehicle-theft,384
LA,2010,American Indian or Alaska Native,motor-vehicle-theft,0
LA,2011,American Indian or Alaska Native,motor-vehicle-theft,0
LA,2012,American Indian or Alaska Native,motor-vehicle-theft,0
LA,2013,American Indian or Alaska Native,motor-vehicle-theft,0
LA,2014,American Indian or Alaska Native,motor-vehicle-theft,0
LA,2015,American Indian or Alaska Native,motor-vehicle-theft,2
LA,2016,American Indian or Alaska Native,motor-vehicle-theft,0
LA,2017,American Indian or Alaska Native,motor-vehicle-theft,2
LA,2018,American Indian or Alaska Native,motor-vehicle-theft,1
LA,2010,White,motor-vehicle-theft,410
LA,2011,White,motor-vehicle-theft,331
LA,2012,White,motor-vehicle-theft,321
LA,2013,White,motor-vehicle-theft,321
LA,2014,White,motor-vehicle-theft,389
LA,2015,White,motor-vehicle-theft,433
LA,2016,White,motor-vehicle-theft,389
LA,2017,White,motor-vehicle-theft,420
LA,2018,White,motor-vehicle-theft,544
LA,2010,Unknown,motor-vehicle-theft,358
LA,2011,Unknown,motor-vehicle-theft,338
LA,2012,Unknown,motor-vehicle-theft,359
LA,2013,Unknown,motor-vehicle-theft,395
LA,2014,Unknown,motor-vehicle-theft,351
LA,2015,Unknown,motor-vehicle-theft,418
LA,2016,Unknown,motor-vehicle-theft,417
LA,2017,Unknown,motor-vehicle-theft,476
LA,2018,Unknown,motor-vehicle-theft,572
LA,2010,Asian,homicide,0
LA,2011,Asian,homicide,0
LA,2012,Asian,homicide,0
LA,2013,Asian,homicide,1
LA,2014,Asian,homicide,0
LA,2015,Asian,homicide,0
LA,2016,Asian,homicide,1
LA,2017,Asian,homicide,0
LA,2018,Asian,homicide,0
LA,2010,Native Hawaiian,homicide,0
LA,2011,Native Hawaiian,homicide,0
LA,2012,Native Hawaiian,homicide,0
LA,2013,Native Hawaiian,homicide,0
LA,2014,Native Hawaiian,homicide,0
LA,2015,Native Hawaiian,homicide,0
LA,2016,Native Hawaiian,homicide,0
LA,2017,Native Hawaiian,homicide,0
LA,2018,Native Hawaiian,homicide,0
LA,2010,Black or African American,homicide,17
LA,2011,Black or African American,homicide,22
LA,2012,Black or African American,homicide,6
LA,2013,Black or African American,homicide,27
LA,2014,Black or African American,homicide,22
LA,2015,Black or African American,homicide,23
LA,2016,Black or African American,homicide,28
LA,2017,Black or African American,homicide,48
LA,2018,Black or African American,homicide,43
LA,2010,American Indian or Alaska Native,homicide,0
LA,2011,American Indian or Alaska Native,homicide,0
LA,2012,American Indian or Alaska Native,homicide,0
LA,2013,American Indian or Alaska Native,homicide,0
LA,2014,American Indian or Alaska Native,homicide,0
LA,2015,American Indian or Alaska Native,homicide,0
LA,2016,American Indian or Alaska Native,homicide,0
LA,2017,American Indian or Alaska Native,homicide,0
LA,2018,American Indian or Alaska Native,homicide,0
LA,2010,White,homicide,20
LA,2011,White,homicide,14
LA,2012,White,homicide,2
LA,2013,White,homicide,10
LA,2014,White,homicide,9
LA,2015,White,homicide,7
LA,2016,White,homicide,13
LA,2017,White,homicide,9
LA,2018,White,homicide,13
LA,2010,Unknown,homicide,4
LA,2011,Unknown,homicide,4
LA,2012,Unknown,homicide,1
LA,2013,Unknown,homicide,3
LA,2014,Unknown,homicide,5
LA,2015,Unknown,homicide,5
LA,2016,Unknown,homicide,4
LA,2017,Unknown,homicide,13
LA,2018,Unknown,homicide,5
LA,2010,Asian,rape,0
LA,2011,Asian,rape,0
LA,2012,Asian,rape,2
LA,2013,Asian,rape,0
LA,2014,Asian,rape,0
LA,2015,Asian,rape,0
LA,2016,Asian,rape,0
LA,2017,Asian,rape,2
LA,2018,Asian,rape,1
LA,2010,Native Hawaiian,rape,0
LA,2011,Native Hawaiian,rape,0
LA,2012,Native Hawaiian,rape,0
LA,2013,Native Hawaiian,rape,0
LA,2014,Native Hawaiian,rape,0
LA,2015,Native Hawaiian,rape,0
LA,2016,Native Hawaiian,rape,0
LA,2017,Native Hawaiian,rape,0
LA,2018,Native Hawaiian,rape,0
LA,2010,Black or African American,rape,104
LA,2011,Black or African American,rape,107
LA,2012,Black or African American,rape,92
LA,2013,Black or African American,rape,74
LA,2014,Black or African American,rape,71
LA,2015,Black or African American,rape,92
LA,2016,Black or African American,rape,72
LA,2017,Black or African American,rape,71
LA,2018,Black or African American,rape,76
LA,2010,American Indian or Alaska Native,rape,1
LA,2011,American Indian or Alaska Native,rape,0
LA,2012,American Indian or Alaska Native,rape,0
LA,2013,American Indian or Alaska Native,rape,0
LA,2014,American Indian or Alaska Native,rape,0
LA,2015,American Indian or Alaska Native,rape,0
LA,2016,American Indian or Alaska Native,rape,0
LA,2017,American Indian or Alaska Native,rape,1
LA,2018,American Indian or Alaska Native,rape,0
LA,2010,White,rape,145
LA,2011,White,rape,169
LA,2012,White,rape,97
LA,2013,White,rape,111
LA,2014,White,rape,104
LA,2015,White,rape,140
LA,2016,White,rape,108
LA,2017,White,rape,91
LA,2018,White,rape,124
LA,2010,Unknown,rape,17
LA,2011,Unknown,rape,29
LA,2012,Unknown,rape,19
LA,2013,Unknown,rape,25
LA,2014,Unknown,rape,25
LA,2015,Unknown,rape,32
LA,2016,Unknown,rape,22
LA,2017,Unknown,rape,10
LA,2018,Unknown,rape,34
LA,2010,Asian,robbery,0
LA,2011,Asian,robbery,0
LA,2012,Asian,robbery,0
LA,2013,Asian,robbery,0
LA,2014,Asian,robbery,0
LA,2015,Asian,robbery,0
LA,2016,Asian,robbery,0
LA,2017,Asian,robbery,0
LA,2018,Asian,robbery,0
LA,2010,Native Hawaiian,robbery,0
LA,2011,Native Hawaiian,robbery,0
LA,2012,Native Hawaiian,robbery,0
LA,2013,Native Hawaiian,robbery,0
LA,2014,Native Hawaiian,robbery,0
LA,2015,Native Hawaiian,robbery,0
LA,2016,Native Hawaiian,robbery,0
LA,2017,Native Hawaiian,robbery,0
LA,2018,Native Hawaiian,robbery,0
LA,2010,Black or African American,robbery,212
LA,2011,Black or African American,robbery,294
LA,2012,Black or African American,robbery,116
LA,2013,Black or African American,robbery,153
LA,2014,Black or African American,robbery,139
LA,2015,Black or African American,robbery,160
LA,2016,Black or African American,robbery,180
LA,2017,Black or African American,robbery,340
LA,2018,Black or African American,robbery,340
LA,2010,American Indian or Alaska Native,robbery,0
LA,2011,American Indian or Alaska Native,robbery,0
LA,2012,American Indian or Alaska Native,robbery,0
LA,2013,American Indian or Alaska Native,robbery,0
LA,2014,American Indian or Alaska Native,robbery,0
LA,2015,American Indian or Alaska Native,robbery,1
LA,2016,American Indian or Alaska Native,robbery,0
LA,2017,American Indian or Alaska Native,robbery,0
LA,2018,American Indian or Alaska Native,robbery,0
LA,2010,White,robbery,78
LA,2011,White,robbery,87
LA,2012,White,robbery,31
LA,2013,White,robbery,66
LA,2014,White,robbery,53
LA,2015,White,robbery,65
LA,2016,White,robbery,56
LA,2017,White,robbery,60
LA,2018,White,robbery,84
LA,2010,Unknown,robbery,55
LA,2011,Unknown,robbery,68
LA,2012,Unknown,robbery,51
LA,2013,Unknown,robbery,74
LA,2014,Unknown,robbery,62
LA,2015,Unknown,robbery,73
LA,2016,Unknown,robbery,81
LA,2017,Unknown,robbery,166
LA,2018,Unknown,robbery,126
LA,2010,Asian,arson,0
LA,2011,Asian,arson,0
LA,2012,Asian,arson,0
LA,2013,Asian,arson,0
LA,2014,Asian,arson,0
LA,2015,Asian,arson,0
LA,2016,Asian,arson,0
LA,2017,Asian,arson,0
LA,2018,Asian,arson,0
LA,2010,Native Hawaiian,arson,0
LA,2011,Native Hawaiian,arson,0
LA,2012,Native Hawaiian,arson,0
LA,2013,Native Hawaiian,arson,0
LA,2014,Native Hawaiian,arson,0
LA,2015,Native Hawaiian,arson,0
LA,2016,Native Hawaiian,arson,0
LA,2017,Native Hawaiian,arson,0
LA,2018,Native Hawaiian,arson,0
LA,2010,Black or African American,arson,3
LA,2011,Black or African American,arson,11
LA,2012,Black or African American,arson,9
LA,2013,Black or African American,arson,7
LA,2014,Black or African American,arson,13
LA,2015,Black or African American,arson,15
LA,2016,Black or African American,arson,12
LA,2017,Black or African American,arson,14
LA,2018,Black or African American,arson,16
LA,2010,American Indian or Alaska Native,arson,0
LA,2011,American Indian or Alaska Native,arson,0
LA,2012,American Indian or Alaska Native,arson,0
LA,2013,American Indian or Alaska Native,arson,0
LA,2014,American Indian or Alaska Native,arson,0
LA,2015,American Indian or Alaska Native,arson,0
LA,2016,American Indian or Alaska Native,arson,0
LA,2017,American Indian or Alaska Native,arson,0
LA,2018,American Indian or Alaska Native,arson,0
LA,2010,White,arson,18
LA,2011,White,arson,25
LA,2012,White,arson,11
LA,2013,White,arson,6
LA,2014,White,arson,16
LA,2015,White,arson,29
LA,2016,White,arson,9
LA,2017,White,arson,18
LA,2018,White,arson,10
LA,2010,Unknown,arson,11
LA,2011,Unknown,arson,33
LA,2012,Unknown,arson,9
LA,2013,Unknown,arson,13
LA,2014,Unknown,arson,12
LA,2015,Unknown,arson,18
LA,2016,Unknown,arson,8
LA,2017,Unknown,arson,22
LA,2018,Unknown,arson,21
LA,2010,Asian,violent-crime,4
LA,2011,Asian,violent-crime,5
LA,2012,Asian,violent-crime,6
LA,2013,Asian,violent-crime,3
LA,2014,Asian,violent-crime,4
LA,2015,Asian,violent-crime,6
LA,2016,Asian,violent-crime,6
LA,2017,Asian,violent-crime,9
LA,2018,Asian,violent-crime,10
LA,2010,Native Hawaiian,violent-crime,0
LA,2011,Native Hawaiian,violent-crime,0
LA,2012,Native Hawaiian,violent-crime,0
LA,2013,Native Hawaiian,violent-crime,0
LA,2014,Native Hawaiian,violent-crime,0
LA,2015,Native Hawaiian,violent-crime,0
LA,2016,Native Hawaiian,violent-crime,0
LA,2017,Native Hawaiian,violent-crime,0
